,open_price,close_price,high_price,low_price,volume,rsi_s,rsi_m,rsi_l,ema,sma,sma_s,sma_l,ema_s,ema_l,ema_s_high,ema_l_high,ema_s_low,ema_l_low,ema_s_open,ema_l_open,volume_rolling,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,adj_mkt_cap,adj_sig_1,adj_sig_2,adj_sig_3,adj_sig_4,adj_sig_5,adj_sig_13,adj_sig_14,adj_sig_6,adj_sig_7,adj_sig_8,adj_sig_9,adj_sig_10,adj_sig_11,rsi_sell,rsi_buy
2024-03-08 19:00:00+00:00,172.44,172.711,173.7,172.396,4970123,67.70312763804947,53.77956972930938,45.926528870801306,171.31739088069432,171.20016249999998,172.113175,171.20016249999998,171.31739088069432,171.15192196217694,171.7817484590094,172.85708661463158,171.66814064698445,173.46501785509338,172.23424390867456,174.3258054730708,4850817.25,0.0016778630532006122,-0.01141212777414291,0.010132364999414278,0.0034208847915579987,-0.002600254247081879,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.9576198023650117,0.005034163477134479,0.002342066614397176,0.002128754279729028,0.0010720771194689949,0.06429260800749681,0.05887347187983072,0.05095963367090928,3.181155780662692e-05,0.0006912946509862739,-0.00013838705926783046,-0.00032202179119633634,-0.00011370108764297004,-0.0004558127147433755,0.0,0.1
2024-03-08 20:00:00+00:00,172.7099,170.74,172.9683,170.73,7886370,47.182044235532395,44.24507798176974,40.48286207270061,171.20191270455547,171.2226625,171.928175,171.2226625,171.20191270455547,171.10615285526836,171.91358751911946,172.86362857847678,171.61295590304417,173.38213852615118,172.26222367875252,174.2768386405535,5272600.5,-0.01141212777414291,0.010132364999414278,0.0034208847915579987,-0.002600254247081879,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,0.9466913228213727,0.001953543418932613,0.002632493446401707,0.0020378097962536756,0.001139963337638994,0.029043022982892408,0.02697203970283213,0.02348996129375469,0.000265065302934131,0.0013978004729355842,7.466991263083145e-05,-0.0001925481919304861,0.00030486541549334945,-0.0003379390999641574,0.0,0.1
2024-03-11 14:00:00+00:00,173.81,172.47,173.99,172.29,5526667,59.49694161777636,52.18212101469435,46.254724470886885,171.45553016364437,171.50142499999998,172.085675,171.50142499999998,171.45553016364437,171.25769142690518,172.14430001699506,172.92988572091934,171.6527820263945,173.3490434192981,172.35326934470825,174.2626920150822,5450355.75,0.010132364999414278,0.0034208847915579987,-0.002600254247081879,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,0.9562835448459771,-0.0010748741344177581,0.00013142510889885273,-0.000674059857818321,-0.0002674180130953774,-0.30310392028305844,-0.17728836053412,-0.11852989833859628,-0.0003214617676425835,0.0007674800221371125,0.00016245184141649993,-0.00047778699110057055,3.7846084145698455e-05,-0.0002808926216310015,0.0,0.1
2024-03-11 15:00:00+00:00,172.47,173.06,173.3296,172.295,3525777,62.87105500767678,54.536482725258196,48.02903213374772,171.7764241309155,172.011425,172.24525,172.011425,171.7764241309155,171.45794793502682,172.2760000151067,172.95339832557116,171.69055955425364,173.31710270962242,172.36013585384308,174.20836801462517,5477234.25,0.0034208847915579987,-0.002600254247081879,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.9595548806809578,0.0009160802178003191,0.001628070116010294,0.0014813938412392424,0.0008856406920971782,0.26100813522975175,0.17938815784650464,0.14257545298603014,0.00023206944452858203,0.0013420259631888865,0.000528529494229435,-0.00019087956311070187,0.00038329140136328377,-8.11732963582612e-05,0.0,0.1
2024-03-11 16:00:00+00:00,173.06,172.61,173.15,172.55,2379137,58.614763893580886,52.436081173949006,46.81229338406074,171.94313930473243,172.1665875,172.22,172.1665875,171.94313930473243,171.5859537200238,172.37311112453926,172.96496312994933,171.74111487459166,173.2938571729672,172.40130433302878,174.17356898387897,4829487.75,-0.002600254247081879,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,0.957059794027159,0.0009272997302069985,0.0029737362240578324,0.0018715871512855475,0.00116932855075369,0.056710703074060564,0.04511816815381775,0.03835949047707765,0.00022008106954740647,0.0007650558171174993,3.983973823595832e-05,-0.00018425662493237738,0.00013596611455435337,-0.00031173626338976135,0.0,0.1
2024-03-11 17:00:00+00:00,172.606,172.62,173.42,172.05,3358162,58.68579676830273,52.4794634916282,46.843184118481105,172.07851144378594,172.3090875,172.69,172.3090875,172.07851144378594,171.70084775113227,172.48943211070156,172.99173000465817,171.75928458785097,173.25616453136215,172.4133452546153,174.1260668934584,3697435.75,5.7934071027165857e-05,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,-0.004461844036961482,0.9571152403972434,-0.00014659330228272704,0.0009020476401493394,0.0009705358267899644,0.0007465724776170024,-0.06769873853041253,-0.03851369663662618,-0.02533340139561191,0.0002944560287372333,0.000563694939655246,0.00023885151274538607,-0.00013412142420909934,6.68665923313494e-05,-0.00019975521923998318,0.0,0.1
2024-03-11 18:00:00+00:00,172.62,172.875,172.891,172.3649,2070506,60.65389956049557,53.62984675903096,47.643599117732954,172.23780915502874,172.4384625,172.79125,172.4384625,172.23780915502874,171.83130911211757,172.53405076506803,172.9858047102665,171.79490902385973,173.22915651526029,172.42550141610852,174.0804285027475,2833395.5,0.001477233229058017,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,-0.004461844036961482,0.0009252833680315486,0.9585291228343961,0.00272906747183832,0.0008276867310272884,0.0007873075925035611,0.0006696004458264238,0.0012118597773558282,0.0008273371447282685,0.0006598850897334696,0.00010579710788882757,0.0006748209474403133,6.984240422736043e-05,-0.000217507084324553,0.00015475316055035826,-0.0002727284667685126,0.0,0.1
2024-03-11 19:00:00+00:00,172.87,172.79,173.0699,172.435,4507191,59.57279655165265,53.17217604432972,47.39802446961074,172.348247324023,172.48450000000003,172.72375,172.48450000000003,172.348247324023,171.93783032188227,172.59358956894937,172.99075149201553,171.83256143422093,173.205091166313,172.45164839163152,174.0437488511491,3078749.0,-0.0004916847433116267,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,-0.004461844036961482,0.0009252833680315486,-0.013750866651259686,0.9580578286886785,0.0005863107302102044,0.0007508309740194008,0.0009257269249149935,0.0007598178034295966,0.03353627113495805,0.02192063696661606,0.017087117673882712,0.00020740908472127728,0.0002586747131141376,7.050591980117815e-05,-0.0001558848781798572,-3.425189395755979e-05,-0.00026209970468582533,0.0,0.1
2024-03-12 14:00:00+00:00,171.48,172.605,172.9,171.45,5000194,57.04372578592423,52.13919485164925,46.855424293003885,172.39959785921837,172.47125,172.7225,172.47125,172.39959785921837,172.01196028611758,172.62763517239944,172.98541316895577,171.81005782044323,173.15190658551563,172.3944926038885,173.96605949202336,3734013.25,-0.0010706638115631772,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,-0.004461844036961482,0.0009252833680315486,-0.013750866651259686,0.0016695957820738183,0.9570320708421167,-0.00039064478091332955,0.00026697929993435565,0.0006411958531986617,0.0006199173498422361,-0.017824130297914964,-0.008533880709330477,-0.0051544100922218394,0.00021917069938304223,0.00034508436808455833,0.00015164216028540345,-0.00013892204656185125,2.8596460601493234e-05,-0.0002107052005437815,0.0,0.1
2024-03-12 15:00:00+00:00,172.62,172.585,172.9099,172.3201,2964913,56.746080452928666,52.02265151305057,46.79564212610168,172.4366782873747,172.70187500000003,172.71375,172.70187500000003,172.4366782873747,172.07563136543786,172.65899793102173,172.98097121784073,171.84006030159364,173.12670032534848,172.40775774483623,173.92526981044688,3635701.0,-0.00011587149850800227,-0.0003337485876525603,0.004267727908726426,0.002716668292319646,-0.002960841376261625,-0.012585151830042718,-5.788119738070474e-05,-8.828855271680869e-05,0.0028360085372629573,0.0008437317784257825,-0.002765596607410603,0.015598527779400628,-0.003795444086516331,-0.004736107245516319,0.007745416569969743,-0.004461844036961482,0.0009252833680315486,-0.013750866651259686,0.0016695957820738183,-0.0016241190747725565,0.956921178101948,-7.236989701842056e-06,-7.681849673457641e-05,0.00029794637307123395,0.00043114400185539914,-0.042453450435814166,-0.019427100215332005,-0.011447738227038262,-0.00013096245315713517,0.0001972587946927895,-0.0003314307997406285,-0.00030706130194679826,-3.085900843657896e-05,-0.00044637833670313487,0.0,0.1
